Customer_ID,Gender,Age,Profession_Code,Work_Experience,Family_Size
1313,Male,35,37-2000,11,3
1314,Female,23,31-0000,2,1
1315,Female,25,35-1000,5,2
1316,Male,22,49-9000,1,4
1317,Male,25,43-0000,4,1
1318,Female,29,31-1100,3,3
1319,Male,24,53-7050,2,2
1320,Female,30,53-3030,6,3
1321,Female,36,41-0000,9,3
1322,Male,30,43-9061,5,3
1323,Female,18,49-9000,3,3
1324,Male,21,31-9090,2,2
1325,Male,21,35-9020,1,4
1326,Male,29,51-0000,5,2
1327,Female,23,35-0000,4,4
1328,Female,20,41-0000,2,4
1329,Female,26,43-6014,5,2
1330,Female,34,39-5090,4,4
1331,Female,24,31-1100,3,3
1332,Male,46,29-1170,20,3
1333,Female,39,17-2000,8,4
1334,Female,25,35-3023,3,3
1335,Male,18,35-0000,1,2
1336,Female,41,29-1000,9,4
1337,Male,45,41-3000,19,5
1338,Male,21,35-3030,2,2
1339,Female,24,41-2031,1,2
1340,Male,31,53-7065,4,4
1341,Female,24,35-9000,2,3
1342,Female,18,35-2012,1,2
1343,Female,42,15-1200,9,5
1344,Female,37,29-1120,10,4
1345,Male,40,13-1000,8,4
1346,Female,21,31-1100,1,3
1347,Female,41,21-1020,9,4
1348,Female,42,13-1121,9,5
1349,Female,28,43-0000,6,3
1350,Female,29,35-3030,2,3
1351,Male,23,21-1000,3,3
1352,Female,41,17-2110,7,5
1353,Male,18,43-4000,2,2
1354,Male,22,51-9111,1,3
1355,Male,24,35-3020,1,2
1356,Female,18,51-9000,1,1
1357,Male,23,47-2000,2,3
1358,Female,18,51-3091,1,2
1359,Male,33,53-7000,4,3
1360,Male,35,43-4050,9,2
1361,Female,26,37-2011,3,2
1362,Male,23,43-9060,1,5
1363,Male,20,37-0000,2,4
1364,Female,18,41-2000,2,3
1365,Female,28,31-9090,6,1
1366,Female,33,25-2000,4,3
1367,Female,26,47-2000,4,2
1368,Female,32,11-0000,4,4
1369,Female,36,43-0000,10,4
1370,Male,43,51-8031,11,4
1371,Female,18,35-0000,1,2
1372,Male,31,35-2012,5,4
1373,Male,34,13-1000,5,4
1374,Female,25,41-2000,3,3
1375,Male,42,19-4031,10,4
1376,Male,27,37-2010,5,3
1377,Male,26,31-1100,6,2
1378,Female,48,13-2072,21,4
1379,Female,27,45-2000,6,1
1380,Male,20,53-0000,2,5
1381,Female,26,43-4170,7,2
1382,Female,25,35-3000,4,4
1383,Female,43,21-1010,8,5
1384,Female,22,43-0000,1,3
1385,Male,41,11-1000,11,5
1386,Male,49,11-1010,20,6
1387,Male,25,53-7051,5,3
1388,Female,23,31-0000,3,4
1389,Male,44,11-0000,10,4
1390,Male,25,37-3000,5,2
1391,Female,29,53-3000,2,2
1392,Female,44,11-1021,9,6
1393,Female,19,29-2057,2,2
1394,Female,28,47-2000,4,2
1395,Female,18,43-4031,1,4
1396,Male,28,39-9031,5,3
1397,Female,30,35-0000,4,3
1398,Female,29,35-3041,3,1
1399,Female,29,43-5060,4,2
1400,Female,41,15-0000,8,4
1401,Female,38,13-1000,9,5
1402,Male,24,43-4051,2,3
1403,Male,24,43-3000,1,3
1404,Female,25,35-3031,3,1
1405,Male,18,53-7000,1,3
1406,Male,37,25-1000,9,2
1407,Female,28,49-9000,5,3
1408,Male,37,25-2000,9,3
1409,Male,30,47-3000,6,3
1410,Female,43,29-1000,8,3
1411,Female,38,11-9141,10,4
1412,Male,30,13-2000,5,3
1413,Female,29,41-2000,5,4
1414,Male,18,41-2030,1,3
1415,Male,33,25-3031,2,4
1416,Male,52,47-2073,19,3
1417,Female,25,53-7060,3,3
1418,Male,36,11-9110,9,3
1419,Female,44,11-2021,8,3
1420,Female,21,41-0000,1,2
1421,Male,37,11-0000,7,3
1422,Female,18,43-0000,2,3
1423,Male,45,17-2141,21,5
1424,Male,21,51-0000,1,1
1425,Female,43,23-2011,10,5
1426,Female,25,31-9097,3,3
1427,Female,37,25-3099,11,3
1428,Male,34,17-2070,5,2
1429,Male,29,51-9160,4,2
1430,Female,28,43-4170,2,4
1431,Female,42,37-0000,8,6
1432,Male,23,31-9090,2,1
1433,Male,30,25-9040,5,3
1434,Male,20,53-7060,3,3
1435,Male,35,47-0000,10,2
1436,Male,43,43-5052,11,5
1437,Male,41,25-0000,9,4
1438,Female,50,29-0000,19,4
1439,Female,29,35-3031,4,3
1440,Female,49,13-0000,21,3
1441,Male,26,33-9032,6,4
1442,Male,39,49-0000,10,3
1443,Male,39,17-0000,9,4
1444,Female,31,47-2060,4,4
1445,Female,38,41-3000,8,4
1446,Female,23,35-3020,1,3
1447,Male,54,23-1010,21,4
1448,Male,18,31-0000,1,1
1449,Male,36,11-9039,8,4
1450,Male,34,33-3000,6,4
1451,Male,39,51-1010,10,2
1452,Male,39,49-9050,8,6
1453,Male,32,51-9000,4,3
1454,Male,21,49-9000,1,5
1455,Female,28,43-9060,5,2
1456,Female,40,29-1141,10,6
1457,Male,27,43-4050,7,4
1458,Female,20,43-4171,1,1
1459,Male,28,39-1000,5,1
1460,Male,30,35-0000,5,3
1461,Male,23,41-2010,3,2
1462,Female,24,53-7065,3,3
1463,Female,25,31-1100,4,4
1464,Female,24,53-7000,3,3
1465,Female,19,53-0000,2,2
1466,Male,40,29-1141,8,6
1467,Female,39,29-1140,8,4
1468,Female,33,35-2010,5,3
1469,Male,48,13-1075,21,5
1470,Male,24,43-4160,3,1
1471,Male,23,35-3023,3,3
1472,Female,23,31-0000,1,1
1473,Male,22,41-0000,1,3
1474,Male,41,13-2010,8,4
1475,Male,38,29-1140,9,4
1476,Male,24,41-2010,2,2
1477,Male,22,35-3020,1,2
1478,Male,22,35-3023,1,1
1479,Male,42,49-0000,9,4
1480,Female,21,41-0000,2,1
1481,Male,46,29-0000,19,5
1482,Female,35,13-2000,8,3
1483,Male,40,13-2000,10,4
1484,Female,36,15-1200,8,4
1485,Female,45,15-0000,19,4
1486,Male,26,21-2020,2,5
1487,Female,26,29-2052,3,3
1488,Female,31,43-4051,4,3
1489,Female,21,43-6010,1,3
1490,Female,26,49-3000,5,2
1491,Female,40,11-0000,8,4
1492,Male,35,31-2021,10,2
1493,Male,32,43-9000,3,4
1494,Male,26,43-5071,5,2
1495,Male,24,43-0000,1,4
1496,Female,24,41-2030,2,2
1497,Male,38,25-2030,10,4
1498,Male,47,17-0000,21,6
1499,Female,46,47-0000,21,5
1500,Female,18,41-3041,3,2
1501,Male,21,51-0000,2,2
1502,Male,31,11-9111,4,3
1503,Male,29,13-1040,3,3
1504,Male,58,11-2021,19,5
1505,Male,30,37-2000,4,2
1506,Female,39,41-4000,13,5
1507,Female,22,41-0000,2,3
1508,Female,18,43-0000,1,3
1509,Male,54,11-3020,21,4
1510,Male,33,41-0000,5,3
1511,Male,26,43-0000,5,2
1512,Male,32,11-0000,4,3
1513,Male,40,23-0000,8,4
1514,Male,38,25-1000,11,4
1515,Female,26,31-1100,3,4
1516,Male,26,41-2000,5,3
1517,Female,34,11-0000,5,3
1518,Female,39,11-1021,11,3
1519,Male,19,51-2000,1,1
1520,Female,41,13-1031,10,4
1521,Female,35,41-3030,11,2
1522,Female,43,15-1240,10,5
1523,Female,33,27-1000,4,2
1524,Female,34,33-3051,4,4
1525,Male,29,31-1120,6,2
1526,Female,26,49-9071,5,2
1527,Female,29,41-4010,2,3
1528,Male,33,29-1141,3,2
1529,Female,33,31-9090,3,3
1530,Female,43,25-2020,10,4
1531,Male,23,43-0000,2,3
1532,Male,19,51-3010,1,1
1533,Female,22,35-0000,1,2
1534,Female,23,53-7000,1,2
1535,Male,18,21-1000,2,1
1536,Female,26,43-6010,6,4
1537,Female,26,41-0000,4,2
1538,Female,22,35-3000,1,3
1539,Female,25,45-2090,5,2
1540,Female,34,35-2014,4,4
1541,Female,28,53-3032,5,2
1542,Female,37,21-1010,8,4
1543,Female,20,53-3053,2,3
1544,Female,31,25-1000,5,4
1545,Male,41,29-1140,8,5
1546,Female,20,31-9000,3,2
1547,Male,18,51-0000,1,2
1548,Female,33,51-2020,5,2
1549,Female,25,51-2000,3,2
1550,Male,36,11-0000,10,2
1551,Female,25,43-4000,3,3
1552,Male,40,25-1126,9,8
1553,Female,23,29-2000,2,2
1554,Female,31,53-3000,4,4
1555,Male,22,47-2000,3,1
1556,Male,21,51-2000,1,3
1557,Female,26,41-2030,5,4
1558,Male,33,13-0000,5,3
1559,Female,27,43-0000,3,2
1560,Male,33,13-1000,4,6
1561,Female,26,25-3000,6,1
1562,Male,41,13-1000,10,6
1563,Female,45,43-1000,20,5
1564,Male,36,37-1011,10,4
1565,Male,26,49-9000,3,1
1566,Female,24,53-7060,1,2
1567,Female,18,39-2000,2,1
1568,Male,24,49-3000,2,1
1569,Male,23,49-9070,2,4
1570,Male,22,25-3000,2,1
1571,Male,36,15-1253,9,3
1572,Female,28,41-2010,4,2
1573,Male,46,11-0000,21,3
1574,Male,40,29-1000,11,4
1575,Male,48,33-3051,20,4
1576,Female,39,47-2152,10,2
1577,Female,29,41-2030,6,6
1578,Female,22,49-9070,1,2
1579,Female,24,35-3023,1,4
1580,Male,42,11-9199,8,5
1581,Female,31,31-1100,3,4
1582,Female,35,11-9030,8,3
1583,Female,40,25-9030,10,5
1584,Female,25,47-2000,6,1
1585,Female,32,41-2000,6,4
1586,Male,27,39-9000,5,5
1587,Male,26,35-3023,4,3
1588,Female,26,53-3000,4,3
1589,Male,24,53-0000,1,1
1590,Female,41,25-1000,9,4
1591,Female,47,27-2000,19,5
1592,Female,44,47-0000,10,4
1593,Male,24,43-4000,1,4
1594,Male,35,13-0000,9,4
1595,Female,38,29-0000,9,3
1596,Male,28,35-9020,3,3
1597,Female,38,11-0000,12,4
1598,Male,18,43-6010,2,3
1599,Female,21,41-2020,3,2
1600,Female,28,35-0000,4,2
1601,Male,36,13-2070,10,3
1602,Female,20,41-2010,2,2
1603,Female,36,41-3021,10,4
1604,Male,26,43-6000,6,2
1605,Male,24,41-9022,2,1
1606,Male,31,41-2030,5,4
1607,Female,34,25-2000,6,4
1608,Female,28,41-0000,4,3
1609,Male,43,29-1141,10,4
1610,Male,26,35-2011,4,2
1611,Male,20,43-3000,1,2
1612,Male,34,29-1000,3,4
1613,Male,33,13-1075,4,4
1614,Male,24,35-0000,2,3
1615,Female,21,51-0000,2,3
1616,Male,20,35-1000,2,3
1617,Female,27,43-4050,3,5
1618,Male,41,29-1000,9,4
1619,Female,24,43-6010,1,4
1620,Female,42,15-0000,9,5
1621,Male,43,11-1020,9,5
1622,Female,23,51-4000,2,2
1623,Female,18,43-6000,1,2
1624,Female,25,47-2140,4,1
1625,Male,28,25-2011,5,3
1626,Male,36,13-1199,9,2
1627,Male,25,43-0000,6,2
1628,Male,22,41-0000,2,2
1629,Male,31,33-9032,4,4
1630,Female,49,43-6011,20,5
1631,Male,46,23-1010,19,6
1632,Male,37,25-1071,10,3
1633,Female,18,37-0000,3,3
1634,Male,21,53-0000,1,6
1635,Female,24,35-0000,2,1
1636,Male,47,29-1000,19,4
1637,Female,18,37-3011,2,4
1638,Male,38,21-1010,10,5
1639,Female,45,25-2021,19,5
1640,Female,25,21-1021,5,4
1641,Male,30,25-2000,4,3
1642,Female,30,19-4012,3,4
1643,Male,40,51-9111,9,6
1644,Female,29,11-1021,6,2
1645,Female,20,43-4051,1,2
1646,Male,34,13-1080,4,3
1647,Female,26,53-0000,4,2
1648,Female,26,53-7060,5,3
1649,Male,31,31-1100,4,4
1650,Female,18,51-2000,1,3
1651,Male,43,29-1141,9,4
1652,Male,40,27-3000,10,5
1653,Female,34,41-2020,6,3
1654,Male,19,33-0000,1,3
1655,Female,39,15-0000,10,3
1656,Male,34,11-9000,4,3
1657,Female,24,53-0000,1,5
1658,Female,25,37-3011,5,2
1659,Female,42,29-1141,10,4
1660,Male,22,43-0000,1,3
1661,Male,21,51-3020,3,1
1662,Male,37,11-9000,11,4
1663,Female,37,13-1082,8,4
1664,Male,34,11-9000,4,3
1665,Male,34,49-9041,4,4
1666,Male,40,11-9111,11,5
1667,Female,23,43-9060,1,3
1668,Female,41,11-9000,9,4
1669,Male,39,15-1200,11,4
1670,Male,23,53-3053,4,2
1671,Male,22,53-3032,3,2
1672,Male,31,43-5070,5,4
1673,Female,36,43-1010,10,4
1674,Female,43,49-2022,9,5
1675,Female,34,13-0000,5,3
1676,Male,45,13-1000,19,4
1677,Male,21,35-0000,3,2
1678,Male,36,11-0000,11,4
1679,Female,37,43-6011,10,6
1680,Female,18,35-2010,3,2
1681,Female,44,25-2000,9,4
1682,Male,25,41-2030,4,2
1683,Male,28,45-2000,4,3
1684,Female,26,33-0000,5,4
1685,Female,31,29-1000,5,4
1686,Female,46,11-9199,19,5
1687,Female,21,43-4050,1,4
1688,Female,22,41-2000,1,2
1689,Male,42,15-1299,10,5
1690,Male,37,13-1020,10,4
1691,Male,30,43-9061,6,6
1692,Male,32,35-0000,4,4
1693,Male,37,39-0000,11,4
1694,Male,29,49-9000,5,1
1695,Male,46,11-1020,20,4
1696,Male,23,43-6014,1,2
1697,Female,38,11-0000,10,4
1698,Male,30,37-0000,3,5
1699,Male,27,41-2031,6,4
1700,Female,47,29-2060,21,3
1701,Male,45,29-0000,20,5
1702,Female,38,13-0000,9,4
1703,Male,56,29-1141,20,5
1704,Female,33,37-2011,3,4
1705,Male,20,43-0000,1,3
1706,Female,18,43-6000,1,2
1707,Female,18,47-2000,3,1
1708,Female,47,13-2051,20,4
1709,Male,38,41-3090,9,4
1710,Female,26,25-9045,3,2
1711,Female,42,29-0000,10,5
1712,Female,42,43-5060,11,6
1713,Male,23,35-3000,3,3
1714,Male,40,15-0000,10,3
1715,Male,18,31-1100,2,3
1716,Female,41,29-1141,11,4
1717,Male,21,47-2000,1,3
1718,Female,43,13-1150,9,4
1719,Female,34,49-0000,4,4
1720,Female,26,53-0000,4,3
1721,Male,40,41-4000,11,5
1722,Female,24,53-7000,1,2
1723,Female,43,27-0000,10,4
1724,Male,19,51-0000,2,3
1725,Male,28,35-0000,3,3
1726,Male,40,41-3021,9,5
1727,Female,47,49-0000,19,4
1728,Male,29,37-2000,5,3
1729,Male,23,53-7080,2,3
1730,Male,24,53-7000,1,3
1731,Male,21,25-3031,3,3
1732,Female,18,43-4171,1,3
1733,Male,18,33-9090,1,4
1734,Female,19,41-2000,3,4
1735,Female,37,25-2022,9,4
1736,Female,18,43-0000,1,2
1737,Male,44,15-1252,9,4
1738,Male,19,43-5040,2,2
1739,Male,26,41-2010,3,1
1740,Male,46,11-0000,20,6
1741,Female,31,35-3020,4,4
1742,Male,21,53-0000,1,2
1743,Male,40,43-1011,9,4
1744,Male,18,51-9061,2,2
1745,Male,36,13-1031,8,4
1746,Male,22,49-3020,1,1
1747,Male,21,37-3000,1,3
1748,Female,45,13-2000,19,5
1749,Female,37,11-9130,10,4
1750,Female,22,53-7000,1,4
1751,Female,41,13-0000,11,4
1752,Male,27,41-0000,5,1
1753,Male,22,43-3031,1,3
1754,Male,37,53-7000,11,4
1755,Male,55,11-2000,17,6
1756,Female,37,29-2010,8,2
1757,Male,29,35-1000,3,3
1758,Male,18,41-0000,1,2
1759,Male,20,43-0000,3,1
1760,Male,25,43-3070,6,1
1761,Male,33,15-0000,4,2
1762,Male,27,47-2000,4,2
1763,Female,32,47-2000,3,3
1764,Female,39,51-1011,10,3
1765,Female,24,39-0000,2,3
1766,Male,30,43-9060,4,2
1767,Male,41,29-1170,10,3
1768,Female,34,43-4061,6,5
1769,Female,27,43-5000,4,3
1770,Female,22,33-0000,1,3
1771,Male,36,13-0000,9,4
1772,Female,38,43-9000,10,2
1773,Female,40,19-0000,10,4
1774,Male,45,13-0000,19,6
1775,Male,22,53-3030,1,2
1776,Male,27,35-3031,5,3
1777,Male,44,13-2000,11,4
1778,Male,27,21-0000,5,3
1779,Female,42,29-0000,12,4
1780,Male,34,11-1021,5,4
1781,Male,39,29-1140,10,4
1782,Male,20,43-0000,1,3
1783,Male,32,43-4050,4,3
1784,Female,29,51-9060,5,1
1785,Male,24,21-1093,3,4
1786,Male,44,49-0000,11,5
1787,Female,19,51-4070,1,4
1788,Female,33,51-9010,5,4
1789,Male,28,41-2031,4,3
1790,Female,37,11-0000,10,3
1791,Female,28,47-2140,2,4
1792,Male,18,43-0000,1,2
1793,Female,43,13-0000,8,5
1794,Male,33,33-2000,5,3
1795,Female,42,33-3051,9,3
1796,Male,25,53-3050,4,3
1797,Male,25,41-1010,5,1
1798,Female,31,43-0000,5,3
1799,Male,31,53-7000,5,2
1800,Male,26,49-3021,3,3
1801,Female,19,43-6014,1,2
1802,Female,24,49-9071,4,4
1803,Male,18,37-3010,3,3
1804,Male,27,41-1010,4,2
1805,Female,21,47-2000,2,1
1806,Male,42,29-1000,10,4
1807,Male,46,17-2010,20,5
1808,Male,29,35-2010,4,4
1809,Male,35,49-0000,10,3
1810,Male,42,49-0000,9,4
1811,Male,21,41-2030,3,1
1812,Female,18,43-4000,2,2
1813,Male,25,33-0000,5,1
1814,Female,22,43-4110,1,4
1815,Female,45,47-2031,19,4
1816,Female,31,53-7060,4,4
1817,Male,18,53-0000,2,3
1818,Male,43,11-0000,9,5
