Customer_ID,Age,Work_Experience,Family_Size,median_annual_wage,card_monthly_avg,check_monthly_avg,Deposit_monthly_avg,Loan Payment_monthly_avg,Transfer_monthly_avg,Withdrawal_monthly_avg,card_monthly_count_avg,check_monthly_count_avg,Deposit_monthly_count_avg,Loan Payment_monthly_count_avg,Transfer_monthly_count_avg,Withdrawal_monthly_count_avg,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90,ANNUAL,HOURLY,Female,Male,O_GROUP_broad,O_GROUP_detailed,O_GROUP_major,O_GROUP_minor,OCC_CODE_MAJOR,OCC_CODE_MINOR,OCC_CODE_BROAD,OCC_CODE_DETAILED,Cluster
1010,44,10,4,60700.0,47.79692500000001,4974.6577,50008.5259,25573.379,2556.5467,777.07692,0.6667,0.3333,0.3333,0.25,0.75,0.4167,33020,3.4,40.8,84860.0,3.5,14.16,18.24,29.19,48.23,62.0,29450.0,37940.0,100320.0,128960.0,0.0,0.0,False,True,False,True,False,False,27,270,2740,274012,-1
1011,47,20,3,50570.0,26.999,9328.328,37901.61159375,22677.715619230774,2067.3017944444446,870.9213,0.125,0.1875,0.5625,0.875,0.625,0.5,6075520,0.3,28.08,58400.0,0.3,16.41,19.01,24.31,33.88,45.3,34130.0,39550.0,70460.0,94220.0,0.0,0.0,False,True,False,False,True,False,47,470,4700,470000,36
1012,18,2,4,31600.0,54.03250714285715,4934.539728571429,33050.7938,21419.3248,1362.5941349999998,0.0,0.6154,0.8462,0.2308,0.3077,0.8462,0.0,3026520,0.4,16.22,33730.0,0.3,11.05,13.28,15.19,17.93,22.22,22990.0,27610.0,37300.0,46220.0,0.0,0.0,True,False,False,False,False,True,37,370,3720,372000,24
1013,41,10,5,114190.0,0.0,7394.635399999999,34124.2728,35782.716440000004,1763.421375,527.7909,0.0,0.5,0.125,0.625,0.375,0.5,2049920,0.4,60.07,124940.0,0.6,29.95,40.45,54.9,73.04,87.61,62290.0,84130.0,151930.0,182220.0,0.0,0.0,False,True,True,False,False,False,15,152,1512,151250,2
1014,32,6,3,39910.0,27.269500000000004,3740.4439599999996,31121.966600000003,21519.0611,2078.164275,1003.54329375,0.1765,0.2941,0.8824,0.7647,0.8235,0.6471,8738980,0.2,21.81,45370.0,0.2,13.93,16.24,19.19,24.67,31.94,28980.0,33780.0,51320.0,66430.0,0.0,0.0,True,False,False,False,True,False,51,510,5100,510000,32
1015,38,8,3,57490.0,81.48922499999999,7931.32166,23614.010528571427,21533.71815,1767.9448285714284,0.0,0.6364,0.4545,0.6364,0.1818,0.6364,0.0,8496780,0.2,30.41,63240.0,0.5,13.9,18.23,27.64,37.3,49.2,28910.0,37910.0,77590.0,102330.0,0.0,0.0,True,False,False,False,True,False,25,250,2500,250000,25
1016,20,1,3,38310.0,37.987575,2531.6034,18639.8948,39822.826080000006,1864.0668857142857,647.4638,0.5,0.3,0.1,0.5,0.7,0.2,91160,1.2,20.29,42210.0,0.6,14.06,16.87,18.42,22.6,28.35,29250.0,35090.0,47010.0,58970.0,0.0,0.0,False,True,True,False,False,False,37,370,3720,372020,-1
1017,43,10,5,99890.0,0.0,10754.7150875,34613.43675,0.0,3204.478785714286,989.2565,0.0,0.5,0.8,0.0,1.2,0.3,80520,1.1,49.29,102530.0,0.6,25.49,33.72,48.03,62.37,73.98,53010.0,70140.0,129730.0,153870.0,0.0,0.0,True,False,False,True,False,False,15,152,1512,151242,-1
1018,34,5,4,98740.0,14.5572,6575.4702,22762.668869999998,25202.28414,1634.26195,454.0726,0.3636,0.0909,0.5455,0.6364,0.3636,0.1818,416320,0.7,50.32,104660.0,0.7,22.37,31.46,47.47,63.48,80.18,46540.0,65430.0,132030.0,166780.0,0.0,0.0,False,True,False,True,False,False,15,152,1512,151299,-1
1019,35,8,5,43680.0,40.9887,5287.6939,16038.0843,14888.31402,3489.8225,592.0279,0.2222,0.5556,0.1111,0.5556,0.3333,0.1111,2824120,0.7,21.92,45600.0,0.2,14.48,17.37,21.0,24.82,30.4,30120.0,36130.0,51620.0,63230.0,0.0,0.0,True,False,False,False,False,True,43,430,4330,433000,39
1020,35,10,5,39970.0,67.7211,8037.551714285714,50447.36343888889,29652.230900000002,1728.512925,790.5747454545453,0.2667,0.5333,0.6667,0.3333,0.2,1.1333,63490,2.0,20.47,42580.0,0.5,14.52,16.91,19.22,23.16,27.73,30200.0,35170.0,48170.0,57690.0,0.0,0.0,True,False,False,True,False,False,51,510,5140,514021,-1
1021,22,3,1,37940.0,0.0,7525.38172,19320.9121,43169.9552,3426.7488999999996,862.5965666666667,0.0,0.5556,0.2222,0.1111,0.4444,0.5556,13560460,0.1,21.12,43930.0,0.4,13.03,15.1,18.24,23.33,30.82,27110.0,31410.0,48520.0,64100.0,0.0,0.0,True,False,False,False,True,False,53,530,5300,530000,27
1022,39,8,5,107360.0,75.29735000000001,7038.660242857141,0.0,13200.36798,1917.3656285714283,705.2983999999999,0.5,0.5833,0.0,0.5833,0.6667,0.5833,9860740,0.6,63.08,131200.0,0.6,24.18,36.23,51.62,78.71,106.03,50290.0,75350.0,163710.0,220550.0,0.0,0.0,False,True,False,False,True,False,11,110,1100,110000,19
1023,21,1,3,39910.0,0.0,3054.4772249999996,21670.363,8799.1217,2387.6172033333337,931.4317500000001,0.0,0.6667,0.0833,0.1667,0.8333,0.75,8738980,0.2,21.81,45370.0,0.2,13.93,16.24,19.19,24.67,31.94,28980.0,33780.0,51320.0,66430.0,0.0,0.0,True,False,False,False,True,False,51,510,5100,510000,32
1024,18,1,4,29640.0,55.491136363636365,4505.881504761905,48407.026074999994,15176.579271428569,3196.5553,504.4648555555555,0.7,1.2,0.65,0.35,0.6,0.45,12514620,0.1,15.45,32130.0,0.4,10.15,11.75,14.25,17.13,21.71,21110.0,24440.0,35630.0,45150.0,0.0,0.0,True,False,False,False,True,False,35,350,3500,350000,30
1025,24,1,2,35290.0,39.372020000000006,3680.442,0.0,0.0,0.0,753.0020625,0.75,0.25,0.0,0.0,0.0,1.375,13183250,0.3,24.22,50370.0,0.6,11.14,13.61,16.96,27.16,45.21,23180.0,28310.0,56480.0,94040.0,0.0,0.0,False,True,False,False,True,False,41,410,4100,410000,29
1026,43,11,3,75240.0,43.06933333333333,3110.973494444444,42946.9337,24672.4526,1869.7553,1025.9319,0.6,0.9,0.3,0.3,0.4,0.3,133100,0.9,37.86,78750.0,0.9,21.35,26.95,36.17,46.22,56.57,44410.0,56060.0,96130.0,117660.0,0.0,0.0,False,True,True,False,False,False,19,190,1950,195010,-1
1027,18,1,1,47800.0,37.25298,3801.02895625,0.0,9699.7137,0.0,536.9358,0.5556,1.2222,0.0,0.4444,0.0,0.2222,1334680,0.5,28.1,58450.0,0.4,14.45,17.79,22.98,31.18,46.38,30060.0,37010.0,64860.0,96470.0,0.0,0.0,False,True,True,False,False,False,41,410,4110,411010,-1
1028,45,19,5,107360.0,0.0,3303.2762749999997,48718.3047,35281.666919999996,2702.6653,382.2785,0.0,0.7778,0.5556,0.7778,0.1111,0.1111,9860740,0.6,63.08,131200.0,0.6,24.18,36.23,51.62,78.71,106.03,50290.0,75350.0,163710.0,220550.0,0.0,0.0,False,True,False,False,True,False,11,110,1100,110000,19
1029,32,5,5,49330.0,23.5321,6008.3327,36251.2889,27117.823809999994,1939.4461500000002,491.01437500000003,0.2727,0.0909,0.4545,1.0909,0.1818,0.7273,4509820,0.4,27.17,56510.0,0.3,16.24,18.76,23.72,31.32,42.45,33780.0,39020.0,65150.0,88300.0,0.0,0.0,True,False,False,False,False,True,47,470,4720,472000,22
1030,27,3,2,40910.0,77.678925,5145.356133333334,32389.91312,60370.7406,2096.8696333333332,530.5174,0.3636,0.5455,0.4545,0.1818,0.5455,0.1818,18674770,0.1,21.9,45550.0,0.1,13.8,16.46,19.67,25.0,32.14,28700.0,34230.0,52000.0,66850.0,0.0,0.0,False,True,False,False,True,False,43,430,4300,430000,31
1031,22,1,3,38810.0,22.236900000000002,5461.0984,42651.4377,0.0,1429.7512,813.0264333333334,0.5,0.1667,0.1667,0.0,0.1667,0.5,1714550,0.4,20.23,42070.0,0.2,14.25,16.84,18.66,22.52,27.71,29630.0,35030.0,46830.0,57640.0,0.0,0.0,True,False,False,False,False,True,31,310,3190,319000,15
1032,36,9,5,50080.0,0.0,5086.32397,18038.5296,16718.258250000003,1407.1848,517.3435,0.0,0.6667,0.2222,0.4444,0.3333,0.2222,5823400,0.4,26.77,55680.0,0.2,15.0,18.45,24.08,31.53,40.37,31200.0,38370.0,65570.0,83970.0,0.0,0.0,True,False,False,False,True,False,49,490,4900,490000,35
1033,20,1,1,28250.0,33.8592,3887.2107,32294.601075000006,13087.600462499999,2665.7082,1048.41752,0.1,0.2,0.4,0.5,0.3,0.7,3314840,0.7,13.83,28760.0,0.3,10.31,11.5,13.58,15.25,17.28,21440.0,23920.0,31710.0,35940.0,0.0,0.0,False,True,True,False,False,False,41,410,4120,412010,24
1034,25,4,3,49920.0,28.962312500000003,5801.6209,41421.5501,50930.170966666665,3323.79705,0.0,0.875,0.5,0.25,0.375,0.25,0.0,1984180,0.9,25.52,53090.0,0.3,16.97,20.43,24.0,29.42,36.16,35300.0,42490.0,61200.0,75220.0,0.0,0.0,False,True,False,True,False,False,53,530,5330,533032,13
1035,30,4,3,50080.0,18.2167,5557.0612363636355,37640.6487,55713.9319,2118.7872666666667,1198.1443,0.2,1.4667,0.8,0.1333,0.3333,0.1333,5823400,0.4,26.77,55680.0,0.2,15.0,18.45,24.08,31.53,40.37,31200.0,38370.0,65570.0,83970.0,0.0,0.0,False,True,False,False,True,False,49,490,4900,490000,35
1036,42,10,5,98100.0,76.2411,7677.349399999999,33287.4315,23514.107399999997,1698.5488,368.93454999999994,0.2222,0.4444,0.4444,0.3333,0.4444,0.4444,3376680,0.3,59.07,122860.0,1.1,20.9,29.84,47.16,74.31,106.38,43470.0,62070.0,154560.0,221270.0,0.0,0.0,False,True,False,True,False,False,11,110,1110,111021,8
1037,25,5,3,35290.0,29.015800000000002,0.0,37604.2141375,21469.1544,2637.3168,0.0,0.4286,0.0,0.7143,0.1429,0.2857,0.0,13183250,0.3,24.22,50370.0,0.6,11.14,13.61,16.96,27.16,45.21,23180.0,28310.0,56480.0,94040.0,0.0,0.0,True,False,False,False,True,False,41,410,4100,410000,29
1038,25,4,1,35760.0,24.5422,6479.6859,25754.822399999997,25025.789999999997,2985.5147999999995,0.0,1.1,0.1,0.7,0.3,0.3,0.0,1310090,0.4,17.41,36220.0,0.2,13.48,14.79,17.19,18.87,22.09,28030.0,30770.0,39260.0,45940.0,0.0,0.0,False,True,False,True,False,False,31,311,3111,311131,15
1039,36,10,4,61560.0,44.139649999999996,2870.7966,35231.4096,0.0,1031.8639,577.47736,0.875,0.5,0.25,0.0,0.125,1.0,59970,2.4,38.68,80460.0,7.3,17.16,22.37,29.6,39.88,56.54,35700.0,46530.0,82950.0,117600.0,0.0,0.0,True,False,True,False,False,False,13,130,1320,132020,-1
1040,19,2,4,33600.0,63.321979999999996,0.0,25619.899708888886,20881.938270000002,2609.139925,548.3353285714286,0.2941,0.0,1.5294,0.7059,0.4706,0.4706,6792310,0.2,17.1,35560.0,0.3,11.57,14.01,16.16,18.62,22.92,24060.0,29130.0,38730.0,47670.0,0.0,0.0,False,True,False,False,True,False,31,310,3100,310000,28
1041,23,1,5,33870.0,34.3323,3955.12134,46775.13118571428,12165.215049999999,2056.929657142857,930.811,0.3333,0.4167,0.5833,0.5,0.9167,0.0833,4316350,0.4,17.26,35900.0,0.3,11.37,13.72,16.28,19.0,23.86,23640.0,28540.0,39520.0,49630.0,0.0,0.0,False,True,False,False,True,False,37,370,3700,370000,35
1042,29,5,4,40910.0,0.0,7492.168583333332,50027.245083333335,19104.564,7020.1014,0.0,0.0,0.75,1.0,0.25,0.25,0.0,18674770,0.1,21.9,45550.0,0.1,13.8,16.46,19.67,25.0,32.14,28700.0,34230.0,52000.0,66850.0,0.0,0.0,False,True,False,False,True,False,43,430,4300,430000,31
1043,41,11,4,76850.0,35.398609523809526,6429.2059,33396.75599333333,29267.574081250004,0.0,700.1853624999999,0.8667,0.2667,0.8667,0.9333,0.0,0.5333,9677720,0.7,41.39,86080.0,0.3,20.55,27.33,36.95,49.14,64.66,42750.0,56840.0,102210.0,134480.0,0.0,0.0,True,False,False,False,True,False,13,130,1300,130000,17
1044,24,1,2,34650.0,63.6448,5651.599929999999,22971.09605,0.0,1695.0508333333335,0.0,0.125,1.25,0.25,0.0,1.25,0.0,1583620,0.4,17.89,37220.0,0.3,11.45,13.84,16.66,19.57,26.02,23820.0,28790.0,40700.0,54120.0,0.0,0.0,True,False,False,False,False,True,33,330,3390,339000,-1
1045,44,9,4,132750.0,18.3821,7806.435828571429,37865.799459999995,0.0,2814.28585,0.0,0.3,0.9,0.5,0.0,0.4,0.0,325480,0.8,62.22,129410.0,0.5,38.44,59.14,63.82,71.04,78.96,79950.0,123020.0,147750.0,164230.0,0.0,0.0,True,False,False,True,False,False,29,290,2910,291051,-1
1046,45,19,4,99940.0,65.39251428571428,5656.8284650000005,29692.7991,20033.842922222226,2129.2652,848.4184250000001,0.4667,1.1333,0.2667,0.6,0.2667,0.2667,167060,0.2,55.38,115180.0,0.4,29.33,37.02,48.05,63.47,94.43,61000.0,77010.0,132010.0,196420.0,0.0,0.0,True,False,False,True,False,False,11,110,1190,119033,-1
1047,30,5,3,36130.0,47.15880000000001,9823.17695,28991.847316666666,0.0,2100.7236,555.0172,0.6,0.6,0.4,0.0,0.2,0.3,8250,3.3,18.19,37830.0,1.2,13.0,14.65,17.37,20.17,24.98,27040.0,30470.0,41960.0,51970.0,0.0,0.0,False,True,False,True,False,False,51,510,5190,519031,-1
1048,26,5,2,29640.0,11.358200000000002,7314.735699999999,27631.5931,30108.259466666666,4687.05965,690.3412,0.3333,0.4444,0.3333,0.3333,0.4444,0.3333,12514620,0.1,15.45,32130.0,0.4,10.15,11.75,14.25,17.13,21.71,21110.0,24440.0,35630.0,45150.0,0.0,0.0,True,False,False,False,True,False,35,350,3500,350000,30
1049,24,1,3,34880.0,34.3883,2170.7258,15212.8464,12877.6291,1603.37905,797.5831,0.4444,0.3333,0.1111,0.3333,0.4444,0.2222,6840530,0.2,17.33,36050.0,0.4,12.51,14.41,16.77,19.0,22.85,26030.0,29960.0,39510.0,47520.0,0.0,0.0,True,False,True,False,False,False,53,530,5370,537060,37
1050,37,9,3,50630.0,33.585587499999995,3895.4297500000002,43177.348049999986,14862.5942,1276.506842857143,1024.3755,1.2143,0.2857,0.7857,0.2857,0.5,0.1429,389920,1.3,26.48,55080.0,0.2,16.84,19.62,24.34,30.96,38.1,35030.0,40800.0,64400.0,79260.0,0.0,0.0,False,True,True,False,False,False,43,430,4350,435060,-1
1051,28,5,2,33600.0,8.8585,4332.697862500001,52906.839,15250.83028,3147.7723666666666,0.0,0.0909,0.8182,0.3636,0.4545,0.7273,0.0,6792310,0.2,17.1,35560.0,0.3,11.57,14.01,16.16,18.62,22.92,24060.0,29130.0,38730.0,47670.0,0.0,0.0,False,True,False,False,True,False,31,310,3100,310000,28
1052,25,5,2,35170.0,37.443,3820.9870200000005,0.0,0.0,2084.5405,0.0,0.375,0.75,0.0,0.0,0.5,0.0,520920,1.2,20.13,41870.0,1.0,11.04,13.71,16.91,23.19,31.37,22970.0,28510.0,48240.0,65250.0,0.0,0.0,True,False,True,False,False,False,39,390,3990,399030,-1
1053,27,6,2,37780.0,0.0,3606.22415,22601.373319999995,21028.2984,3438.6184,815.6072,0.0,0.2222,0.6667,0.3333,0.4444,0.3333,2879840,0.7,19.8,41190.0,0.1,13.46,15.16,18.16,22.6,28.67,27990.0,31520.0,47010.0,59630.0,0.0,0.0,False,True,False,True,False,False,43,430,4340,434051,39
1054,29,4,3,33960.0,0.0,3872.15425,0.0,20448.8546,0.0,600.0368,0.0,0.8,0.0,0.2,0.0,0.2,1011170,0.9,16.64,34600.0,0.2,11.71,13.92,16.33,18.35,22.22,24350.0,28960.0,38170.0,46220.0,0.0,0.0,False,True,True,False,False,False,43,431,4341,434170,-1
1055,34,4,3,46900.0,30.268250000000005,10727.3697,23758.278833333334,32309.8294,1473.4559142857142,692.3203333333333,0.4615,0.2308,0.2308,0.2308,0.5385,0.6923,95730,0.8,23.74,49370.0,0.2,14.95,18.14,22.55,28.58,34.01,31090.0,37720.0,59440.0,70730.0,0.0,0.0,False,True,False,True,False,False,43,430,4350,435031,-1
1056,23,2,2,38270.0,145.9193,6281.234275,17825.748633333333,22680.267350000002,2624.61152,0.0,0.1538,0.6923,0.4615,0.4615,0.8462,0.0,752460,0.7,19.57,40700.0,0.2,14.61,16.99,18.4,21.81,24.86,30390.0,35330.0,45360.0,51710.0,0.0,0.0,False,True,False,True,False,False,31,310,3190,319092,-1
1057,18,1,2,30180.0,42.935649999999995,0.0,30709.756962500003,26794.64711428571,0.0,0.0,0.4444,0.0,0.6667,0.8889,0.0,0.0,3504230,0.4,14.87,30930.0,0.4,10.82,13.03,14.51,16.4,18.44,22500.0,27100.0,34110.0,38350.0,0.0,0.0,True,False,True,False,False,False,31,311,3111,311120,35
1058,24,1,2,33870.0,40.224740000000004,4783.9012,45745.8261,0.0,2115.93338,850.9398285714287,0.4545,0.2727,0.0909,0.0,1.0,0.6364,4316350,0.4,17.26,35900.0,0.3,11.37,13.72,16.28,19.0,23.86,23640.0,28540.0,39520.0,49630.0,0.0,0.0,True,False,False,False,True,False,37,370,3700,370000,35
1059,23,1,1,30300.0,19.344375,6147.339975,37492.6002,22528.609849999997,2448.789144444444,635.8608,0.4286,0.9286,0.2143,0.2857,0.6429,0.5714,248870,1.2,15.36,31940.0,0.6,10.9,12.94,14.57,16.91,20.16,22680.0,26920.0,35170.0,41920.0,0.0,0.0,False,True,True,False,False,False,35,350,3530,353040,-1
1060,24,2,1,38290.0,0.0,5263.64695,15871.154866666666,36699.0172,929.0686,0.0,0.0,0.75,0.625,0.375,0.5,0.0,3235430,0.4,19.98,41550.0,0.1,12.8,15.09,18.41,23.14,28.85,26620.0,31400.0,48130.0,60010.0,0.0,0.0,True,False,False,False,False,True,43,430,4390,439000,24
1061,27,5,5,31990.0,45.41547142857143,5167.82575,0.0,14893.644850000002,1552.1966312499999,640.46445,0.7692,0.1538,0.0,0.4615,0.6923,0.4615,2148350,0.4,16.33,33960.0,0.4,11.13,13.42,15.38,18.06,22.31,23160.0,27920.0,37560.0,46400.0,0.0,0.0,True,False,False,True,False,False,37,370,3720,372011,-1
1062,27,6,2,37940.0,53.30475714285715,5339.5630200000005,0.0,18149.961566666665,2082.085724444444,642.8087833333334,0.3889,0.7222,0.0,0.4444,1.2778,0.3889,13560460,0.1,21.12,43930.0,0.4,13.03,15.1,18.24,23.33,30.82,27110.0,31410.0,48520.0,64100.0,0.0,0.0,True,False,False,False,True,False,53,530,5300,530000,27
1063,48,20,5,61690.0,44.132600000000004,4334.7014104166665,49023.74045555556,25052.104916666667,1388.275475,1358.4697,0.2,0.9333,0.8,0.5333,0.2667,0.2,1394200,0.7,-1.0,68000.0,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,45470.0,49120.0,78860.0,101310.0,1.0,0.0,False,True,False,True,False,False,25,250,2520,252021,-1
1064,53,22,6,190350.0,45.6237,8045.5569,20966.8832,23319.82550555556,1828.0941722222221,0.0,0.0909,0.2727,0.3636,0.5455,0.9091,0.0,33430,13.0,97.71,203240.0,2.6,37.61,66.85,91.51,115.0,115.0,78230.0,139050.0,239200.0,239200.0,0.0,0.0,False,True,False,True,False,False,29,292,2912,291221,-1
1065,28,6,2,44980.0,38.87412,0.0,34425.25985,0.0,2002.7439833333335,987.3656,0.8889,0.0,0.3333,0.0,0.6667,0.2222,1485990,0.8,22.66,47130.0,0.2,14.05,17.21,21.62,27.59,33.14,29220.0,35800.0,57390.0,68930.0,0.0,0.0,True,False,True,False,False,False,49,490,4990,499070,14
1066,28,4,2,44980.0,55.265325000000004,8997.8021,38431.55305,20400.424658333333,1615.8452,925.08535,0.6154,0.2308,0.6154,0.5385,0.3077,0.3077,1485990,0.8,22.66,47130.0,0.2,14.05,17.21,21.62,27.59,33.14,29220.0,35800.0,57390.0,68930.0,0.0,0.0,False,True,True,False,False,False,49,490,4990,499070,14
1067,24,1,3,35290.0,35.80365,5313.7344,0.0,15917.3373,1420.8447999999999,667.0818714285715,0.4,0.3,0.0,0.3,0.2,0.8,13183250,0.3,24.22,50370.0,0.6,11.14,13.61,16.96,27.16,45.21,23180.0,28310.0,56480.0,94040.0,0.0,0.0,True,False,False,False,True,False,41,410,4100,410000,29
1068,24,1,2,35670.0,0.0,0.0,36379.3336,24666.095966666664,1406.5882333333334,682.2067416666667,0.0,0.0,0.1111,0.6667,0.8889,0.7778,7896560,0.2,17.92,37270.0,0.3,12.88,14.62,17.15,20.02,23.66,26780.0,30410.0,41640.0,49210.0,0.0,0.0,False,True,False,False,False,True,53,530,5370,537000,34
1069,28,3,2,41180.0,28.218,3917.3473333333336,53413.74278333333,16954.5765,0.0,931.8915,0.2222,0.4444,0.6667,0.2222,0.0,0.2222,69220,2.5,22.23,46240.0,0.8,14.37,16.99,19.8,24.97,31.77,29900.0,35330.0,51940.0,66070.0,0.0,0.0,False,True,True,False,False,False,51,510,5190,519080,-1
1070,33,5,4,83700.0,31.546961538461538,6751.520450000001,27027.11645,10704.9873,2569.5896000000002,680.5529,0.9333,0.6667,0.7333,0.3333,0.2667,0.1333,2481170,0.3,45.52,94670.0,0.5,23.38,30.73,40.24,56.23,72.33,48630.0,63920.0,116960.0,150450.0,0.0,0.0,True,False,False,False,True,False,17,170,1700,170000,6
1071,25,4,5,29380.0,31.40525,6870.260799999999,28216.4534,25539.02516,967.9941,982.2734,0.4444,0.3333,0.3333,0.5556,0.1111,0.3333,613070,1.2,16.58,34490.0,0.9,9.18,10.74,14.12,18.06,27.51,19100.0,22340.0,37560.0,57220.0,0.0,0.0,False,True,False,True,False,False,35,350,3530,353011,1
1072,24,1,1,40910.0,41.280008333333335,4712.1152,22351.2981,0.0,1053.80735,1370.5148,0.8889,0.2222,0.2222,0.0,0.4444,0.3333,18674770,0.1,21.9,45550.0,0.1,13.8,16.46,19.67,25.0,32.14,28700.0,34230.0,52000.0,66850.0,0.0,0.0,False,True,False,False,True,False,43,430,4300,430000,31
1073,22,2,3,46300.0,32.7926,0.0,20111.767018749997,21702.460074999995,1323.12142,938.5845566666667,0.25,0.0,0.625,0.9375,0.5,1.0,3533530,0.6,23.19,48240.0,0.4,13.23,17.45,22.26,28.17,35.17,27520.0,36290.0,58590.0,73140.0,0.0,0.0,False,True,True,False,False,False,53,530,5330,533030,39
1074,42,8,5,99620.0,0.0,4310.3328,28148.978150000003,11042.6285,1493.1715,947.2738,0.0,0.4286,0.8571,0.1429,0.1429,0.2857,196420,2.0,50.84,105750.0,0.6,26.69,36.4,47.89,61.38,76.8,55510.0,75710.0,127660.0,159740.0,0.0,0.0,False,True,False,True,False,False,15,152,1512,151253,-1
1075,27,4,3,35290.0,41.7353,4749.861599999999,25405.8852,28139.170800000004,3142.4694,774.9804200000001,0.0909,0.9091,0.1818,0.7273,0.3636,0.4545,13183250,0.3,24.22,50370.0,0.6,11.14,13.61,16.96,27.16,45.21,23180.0,28310.0,56480.0,94040.0,0.0,0.0,False,True,False,False,True,False,41,410,4100,410000,29
