Customer_ID,Age,Work_Experience,Family_Size,median_annual_wage,card_monthly_avg,card_monthly_min,card_monthly_max,check_monthly_avg,check_monthly_min,check_monthly_max,Deposit_monthly_avg,Deposit_monthly_min,Deposit_monthly_max,Loan Payment_monthly_avg,Loan Payment_monthly_min,Loan Payment_monthly_max,Transfer_monthly_avg,Transfer_monthly_min,Transfer_monthly_max,Withdrawal_monthly_avg,Withdrawal_monthly_min,Withdrawal_monthly_max,card_monthly_count_avg,card_monthly_count_min,card_monthly_count_max,check_monthly_count_avg,check_monthly_count_min,check_monthly_count_max,Deposit_monthly_count_avg,Deposit_monthly_count_min,Deposit_monthly_count_max,Loan Payment_monthly_count_avg,Loan Payment_monthly_count_min,Loan Payment_monthly_count_max,Transfer_monthly_count_avg,Transfer_monthly_count_min,Transfer_monthly_count_max,Withdrawal_monthly_count_avg,Withdrawal_monthly_count_min,Withdrawal_monthly_count_max,card_avg,check_avg,deposit_avg,loan payment_avg,transfer_avg,withdrawal_avg,card_count,check_count,deposit_count,loan payment_count,transfer_count,wihdrawal_count,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,Female,Male,OCC_CODE_MAJOR,Cluster
1010,44,10,4,60700.0,47.79692500000001,47.79692500000001,47.79692500000001,4974.6577,4974.6577,4974.6577,50008.5259,50008.5259,50008.5259,25573.379,25573.379,25573.379,2556.5467,2556.5467,2556.5467,777.07692,777.07692,777.07692,0.6667,0.0,1.0,0.3333,0.0,1.0,0.3333,0.0,1.0,0.25,0.0,1.0,0.75,0.0,1.0,0.4167,0.0,1.0,41.45,4974.66,50008.53,25573.38,2711.38,673.5,3,1,2,1,3,2,33020,40.8,84860.0,29.19,False,True,27,5
1011,47,20,3,50570.0,26.999,26.999,26.999,9328.328,9328.328,9328.328,37901.61159375,36924.247075,38878.9761125,22677.715619230774,22601.467592307697,22753.963646153847,2067.3017944444446,2043.9178666666667,2090.6857222222225,870.9213,770.3303666666667,971.5122333333334,0.125,0.0,1.0,0.1875,0.0,1.0,0.5625,0.0,2.0,0.875,0.0,2.0,0.625,0.0,2.0,0.5,0.0,2.0,27.0,9328.33,43713.56,22703.82,2023.78,870.92,1,1,3,5,3,3,6075520,28.08,58400.0,24.31,False,True,47,5
1012,18,2,4,31600.0,54.03250714285715,51.01464285714286,57.05037142857144,4934.539728571429,4058.7497285714285,5810.329728571429,33050.7938,33050.7938,33050.7938,21419.3248,21419.3248,21419.3248,1362.5941349999998,1309.7437699999998,1415.4445,0.0,0.0,0.0,0.6154,0.0,2.0,0.8462,0.0,2.0,0.2308,0.0,1.0,0.3077,0.0,1.0,0.8462,0.0,2.0,0.0,0.0,0.0,55.4,4465.44,33050.79,21419.32,1358.76,0.0,3,5,1,1,3,0,3026520,16.22,33730.0,15.19,True,False,37,5
1013,41,10,5,114190.0,0.0,0.0,0.0,7394.635399999999,7394.635399999999,7394.635399999999,34124.2728,34124.2728,34124.2728,35782.716440000004,35782.716440000004,35782.716440000004,1763.421375,1758.4569,1768.3858500000001,527.7909,527.7909,527.7909,0.0,0.0,0.0,0.5,0.0,1.0,0.125,0.0,1.0,0.625,0.0,1.0,0.375,0.0,2.0,0.5,0.0,1.0,0.0,7394.64,34124.27,37729.14,1768.39,527.79,0,2,1,2,2,1,2049920,60.07,124940.0,54.9,False,True,15,5
1014,32,6,3,39910.0,27.269500000000004,27.269500000000004,27.269500000000004,3740.4439599999996,3740.4439599999996,3740.4439599999996,31121.966600000003,30513.834946153853,31730.09825384616,21519.0611,20580.148759999996,22457.973439999998,2078.164275,2010.9939875,2145.3345625,1003.54329375,817.9652624999999,1189.1213249999998,0.1765,0.0,1.0,0.2941,0.0,1.0,0.8824,0.0,2.0,0.7647,0.0,2.0,0.8235,0.0,2.0,0.6471,0.0,2.0,27.27,3331.13,33229.17,22343.83,2410.38,941.68,1,2,4,4,4,2,8738980,21.81,45370.0,19.19,True,False,51,5
1015,38,8,3,57490.0,81.48922499999999,22.5399,140.43855,7931.32166,7931.32166,7931.32166,23614.010528571427,23614.010528571427,23614.010528571427,21533.71815,21533.71815,21533.71815,1767.9448285714284,1767.9448285714284,1767.9448285714284,0.0,0.0,0.0,0.6364,0.0,2.0,0.4545,0.0,1.0,0.6364,0.0,1.0,0.1818,0.0,1.0,0.6364,0.0,1.0,0.0,0.0,0.0,101.14,6757.49,24739.59,21533.72,1861.8,0.0,2,2,3,2,2,0,8496780,30.41,63240.0,27.64,True,False,25,5
1016,20,1,3,38310.0,37.987575,36.40575,39.5694,2531.6034,2531.6034,2531.6034,18639.8948,18639.8948,18639.8948,39822.826080000006,39822.826080000006,39822.826080000006,1864.0668857142857,1864.0668857142857,1864.0668857142857,647.4638,647.4638,647.4638,0.5,0.0,2.0,0.3,0.0,1.0,0.1,0.0,1.0,0.5,0.0,1.0,0.7,0.0,1.0,0.2,0.0,1.0,33.24,2531.6,18639.89,40020.9,1881.04,647.46,2,1,1,2,3,1,91160,20.29,42210.0,18.42,False,True,37,5
1017,43,10,5,99890.0,0.0,0.0,0.0,10754.7150875,9595.85465,11913.575525,34613.43675,32174.038933333333,37052.834566666665,0.0,0.0,0.0,3204.478785714286,2423.9833428571433,3978.0452,989.2565,989.2565,989.2565,0.0,0.0,0.0,0.5,0.0,2.0,0.8,0.0,2.0,0.0,0.0,0.0,1.2,0.0,3.0,0.3,0.0,1.0,0.0,9595.85,32691.2,0.0,3068.75,989.26,0,2,3,0,4,1,80520,49.29,102530.0,48.03,True,False,15,5
1018,34,5,4,98740.0,14.5572,14.5572,14.5572,6575.4702,6575.4702,6575.4702,22762.668869999998,22265.717859999997,23259.61988,25202.28414,20238.246840000003,30166.321440000007,1634.26195,1634.26195,1634.26195,454.0726,454.0726,454.0726,0.3636,0.0,1.0,0.0909,0.0,1.0,0.5455,0.0,2.0,0.6364,0.0,2.0,0.3636,0.0,1.0,0.1818,0.0,1.0,14.56,6575.47,22358.75,22639.84,1848.49,454.07,1,1,3,3,2,1,416320,50.32,104660.0,47.47,False,True,15,5
1019,35,8,5,43680.0,40.9887,40.9887,40.9887,5287.6939,5287.6939,5287.6939,16038.0843,16038.0843,16038.0843,14888.31402,14888.31402,14888.31402,3489.8225,3489.8225,3489.8225,592.0279,592.0279,592.0279,0.2222,0.0,1.0,0.5556,0.0,1.0,0.1111,0.0,1.0,0.5556,0.0,1.0,0.3333,0.0,1.0,0.1111,0.0,1.0,40.99,5173.44,16038.08,14764.74,3489.82,592.03,1,3,1,2,1,1,2824120,21.92,45600.0,21.0,True,False,43,5
1020,35,10,5,39970.0,67.7211,67.7211,67.7211,8037.551714285714,7836.876357142857,8238.227071428571,50447.36343888889,49884.240300000005,51010.48657777778,29652.230900000002,29652.230900000002,29652.230900000002,1728.512925,1612.7455,1844.28035,790.5747454545453,632.6214272727273,948.5280636363634,0.2667,0.0,1.0,0.5333,0.0,2.0,0.6667,0.0,2.0,0.3333,0.0,1.0,0.2,0.0,2.0,1.1333,0.0,2.0,67.72,7636.2,43526.86,29652.23,1844.28,747.49,1,2,4,1,2,5,63490,20.47,42580.0,19.22,True,False,51,5
1021,22,3,1,37940.0,0.0,0.0,0.0,7525.38172,7525.38172,7525.38172,19320.9121,19320.9121,19320.9121,43169.9552,43169.9552,43169.9552,3426.7488999999996,3426.7488999999996,3426.7488999999996,862.5965666666667,759.6642,965.5289333333334,0.0,0.0,0.0,0.5556,0.0,1.0,0.2222,0.0,1.0,0.1111,0.0,1.0,0.4444,0.0,1.0,0.5556,0.0,2.0,0.0,8372.95,19320.91,43169.96,3426.75,914.06,0,2,2,1,2,2,13560460,21.12,43930.0,18.24,True,False,53,5
1022,39,8,5,107360.0,75.29735000000001,75.29735000000001,75.29735000000001,7038.660242857141,7038.660242857141,7038.660242857141,0.0,0.0,0.0,13200.36798,12521.3641,13879.371860000003,1917.3656285714283,1866.5537571428572,1968.1774999999998,705.2983999999999,705.2983999999999,705.2983999999999,0.5,0.0,1.0,0.5833,0.0,1.0,0.0,0.0,0.0,0.5833,0.0,2.0,0.6667,0.0,2.0,0.5833,0.0,1.0,68.95,6946.47,0.0,14218.87,2111.77,702.68,3,2,0,2,3,2,9860740,63.08,131200.0,51.62,False,True,11,5
1023,21,1,3,39910.0,0.0,0.0,0.0,3054.4772249999996,3054.4772249999996,3054.4772249999996,21670.363,21670.363,21670.363,8799.1217,8799.1217,8799.1217,2387.6172033333337,1887.9058400000001,2725.77866,931.4317500000001,818.4587,1044.4048,0.0,0.0,0.0,0.6667,0.0,1.0,0.0833,0.0,1.0,0.1667,0.0,1.0,0.8333,0.0,3.0,0.75,0.0,2.0,0.0,3548.34,21670.36,8799.12,2109.97,847.65,0,3,1,1,3,4,8738980,21.81,45370.0,19.19,True,False,51,5
1024,18,1,4,29640.0,55.491136363636365,53.14278181818182,57.839490909090905,4505.881504761905,3647.0642214285717,5433.283707142858,48407.026074999994,44863.03485,51951.01729999999,15176.579271428569,15176.579271428569,15176.579271428569,3196.5553,3193.4772181818184,3199.6333818181815,504.4648555555555,504.4648555555555,504.4648555555555,0.7,0.0,2.0,1.2,0.0,3.0,0.65,0.0,2.0,0.35,0.0,1.0,0.6,0.0,2.0,0.45,0.0,1.0,42.43,4171.69,47893.91,19812.6,3903.78,513.15,3,6,3,2,3,3,12514620,15.45,32130.0,14.25,True,False,35,5
1025,24,1,2,35290.0,39.372020000000006,37.645120000000006,41.09892000000001,3680.442,3680.442,3680.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0020625,621.8558125000001,884.1483125,0.75,0.0,2.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,1.0,2.0,45.77,3680.44,0.0,0.0,0.0,697.26,3,1,0,0,0,4,13183250,24.22,50370.0,16.96,False,True,41,1
1026,43,11,3,75240.0,43.06933333333333,43.06933333333333,43.06933333333333,3110.973494444444,2634.1402,3807.051833333333,42946.9337,42946.9337,42946.9337,24672.4526,24672.4526,24672.4526,1869.7553,1869.7553,1869.7553,1025.9319,815.3386,1236.5252,0.6,0.0,1.0,0.9,0.0,3.0,0.3,0.0,1.0,0.3,0.0,1.0,0.4,0.0,1.0,0.3,0.0,2.0,32.83,4293.06,42946.93,24672.45,1869.76,815.34,2,3,1,1,1,2,133100,37.86,78750.0,36.17,False,True,19,5
1027,18,1,1,47800.0,37.25298,37.25298,37.25298,3801.02895625,3594.79135,4007.2665625,0.0,0.0,0.0,9699.7137,8335.352933333334,11064.074466666667,0.0,0.0,0.0,536.9358,536.9358,536.9358,0.5556,0.0,1.0,1.2222,0.0,2.0,0.0,0.0,0.0,0.4444,0.0,2.0,0.0,0.0,0.0,0.2222,0.0,1.0,47.86,3876.35,0.0,9699.71,0.0,536.94,3,3,0,2,0,1,1334680,28.1,58450.0,22.98,False,True,41,5
1028,45,19,5,107360.0,0.0,0.0,0.0,3303.2762749999997,3168.11545,3438.4370999999996,48718.3047,48718.3047,48718.3047,35281.666919999996,30122.535779999995,40440.798059999994,2702.6653,2702.6653,2702.6653,382.2785,382.2785,382.2785,0.0,0.0,0.0,0.7778,0.0,2.0,0.5556,0.0,1.0,0.7778,0.0,2.0,0.1111,0.0,1.0,0.1111,0.0,1.0,0.0,2929.02,48718.3,32396.54,2702.67,382.28,0,3,1,3,1,1,9860740,63.08,131200.0,51.62,False,True,11,5
1029,32,5,5,49330.0,23.5321,23.5321,23.5321,6008.3327,6008.3327,6008.3327,36251.2889,36251.2889,36251.2889,27117.823809999994,26294.66259,27940.985029999993,1939.4461500000002,1939.4461500000002,1939.4461500000002,491.01437500000003,491.01437500000003,491.01437500000003,0.2727,0.0,1.0,0.0909,0.0,1.0,0.4545,0.0,1.0,1.0909,0.0,2.0,0.1818,0.0,1.0,0.7273,0.0,1.0,23.53,6008.33,36251.29,26718.18,1939.45,417.19,1,1,1,3,2,3,4509820,27.17,56510.0,23.72,True,False,47,5
1030,27,3,2,40910.0,77.678925,77.678925,77.678925,5145.356133333334,5145.356133333334,5145.356133333334,32389.91312,32389.91312,32389.91312,60370.7406,60370.7406,60370.7406,2096.8696333333332,2096.8696333333332,2096.8696333333332,530.5174,530.5174,530.5174,0.3636,0.0,1.0,0.5455,0.0,1.0,0.4545,0.0,1.0,0.1818,0.0,1.0,0.5455,0.0,1.0,0.1818,0.0,1.0,61.87,5145.36,32578.41,60370.74,2061.7,530.52,2,3,2,1,2,1,18674770,21.9,45550.0,19.67,False,True,43,5
1031,22,1,3,38810.0,22.236900000000002,22.236900000000002,22.236900000000002,5461.0984,5461.0984,5461.0984,42651.4377,42651.4377,42651.4377,0.0,0.0,0.0,1429.7512,1429.7512,1429.7512,813.0264333333334,813.0264333333334,813.0264333333334,0.5,0.0,1.0,0.1667,0.0,1.0,0.1667,0.0,1.0,0.0,0.0,0.0,0.1667,0.0,1.0,0.5,0.0,1.0,22.24,5461.1,42651.44,0.0,1429.75,751.12,1,1,1,0,1,2,1714550,20.23,42070.0,18.66,True,False,31,5
1032,36,9,5,50080.0,0.0,0.0,0.0,5086.32397,4879.7164,5292.9315400000005,18038.5296,18038.5296,18038.5296,16718.258250000003,16718.258250000003,16718.258250000003,1407.1848,1407.1848,1407.1848,517.3435,517.3435,517.3435,0.0,0.0,0.0,0.6667,0.0,2.0,0.2222,0.0,1.0,0.4444,0.0,1.0,0.3333,0.0,1.0,0.2222,0.0,1.0,0.0,5089.74,18038.53,16256.23,1407.18,517.34,0,4,1,2,1,1,5823400,26.77,55680.0,24.08,True,False,49,5
1033,20,1,1,28250.0,33.8592,33.8592,33.8592,3887.2107,3887.2107,3887.2107,32294.601075000006,32294.601075000006,32294.601075000006,13087.600462499999,12262.910675,13912.290249999998,2665.7082,2665.7082,2665.7082,1048.41752,1048.0803799999999,1048.75466,0.1,0.0,1.0,0.2,0.0,1.0,0.4,0.0,1.0,0.5,0.0,2.0,0.3,0.0,1.0,0.7,0.0,2.0,33.86,3887.21,30246.25,12996.04,2665.71,1048.25,1,1,2,3,1,2,3314840,13.83,28760.0,13.58,False,True,41,5
1034,25,4,3,49920.0,28.962312500000003,24.5606,33.364025,5801.6209,5801.6209,5801.6209,41421.5501,41421.5501,41421.5501,50930.170966666665,50930.170966666665,50930.170966666665,3323.79705,3323.79705,3323.79705,0.0,0.0,0.0,0.875,0.0,2.0,0.5,0.0,1.0,0.25,0.0,1.0,0.375,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,30.43,5801.62,41421.55,42775.55,3323.8,0.0,2,1,1,2,2,0,1984180,25.52,53090.0,24.0,False,True,53,5
1035,30,4,3,50080.0,18.2167,18.2167,18.2167,5557.0612363636355,3152.397145454546,8288.022672727273,37640.6487,33822.039489999996,41459.25791,55713.9319,55713.9319,55713.9319,2118.7872666666667,2082.3837333333336,2155.1908,1198.1443,1198.1443,1198.1443,0.2,0.0,1.0,1.4667,0.0,3.0,0.8,0.0,2.0,0.1333,0.0,1.0,0.3333,0.0,2.0,0.1333,0.0,1.0,18.22,6374.8,44213.03,55713.93,2100.59,1198.14,1,6,4,1,2,1,5823400,26.77,55680.0,24.08,False,True,49,5
1036,42,10,5,98100.0,76.2411,76.2411,76.2411,7677.349399999999,7677.349399999999,7677.349399999999,33287.4315,33287.4315,33287.4315,23514.107399999997,23514.107399999997,23514.107399999997,1698.5488,1698.5488,1698.5488,368.93454999999994,368.93454999999994,368.93454999999994,0.2222,0.0,1.0,0.4444,0.0,1.0,0.4444,0.0,1.0,0.3333,0.0,1.0,0.4444,0.0,1.0,0.4444,0.0,1.0,76.24,6861.69,33287.43,23514.11,1698.55,464.9,1,2,1,1,2,2,3376680,59.07,122860.0,47.16,False,True,11,5
1037,25,5,3,35290.0,29.015800000000002,25.2312,32.8004,0.0,0.0,0.0,37604.2141375,35969.8751,39238.553175,21469.1544,21469.1544,21469.1544,2637.3168,2637.3168,2637.3168,0.0,0.0,0.0,0.4286,0.0,2.0,0.0,0.0,0.0,0.7143,0.0,2.0,0.1429,0.0,1.0,0.2857,0.0,1.0,0.0,0.0,0.0,25.23,0.0,35749.63,21469.15,2637.32,0.0,2,0,3,1,1,0,13183250,24.22,50370.0,16.96,True,False,41,5
1038,25,4,1,35760.0,24.5422,20.5447,28.539700000000003,6479.6859,6479.6859,6479.6859,25754.822399999997,25198.1272,26311.5176,25025.789999999997,25025.789999999997,25025.789999999997,2985.5147999999995,2985.5147999999995,2985.5147999999995,0.0,0.0,0.0,1.1,0.0,2.0,0.1,0.0,1.0,0.7,0.0,2.0,0.3,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,29.42,6479.69,24982.39,25025.79,2985.51,0.0,4,1,3,1,1,0,1310090,17.41,36220.0,17.19,False,True,31,5
1039,36,10,4,61560.0,44.139649999999996,42.52753333333333,45.75176666666667,2870.7966,2870.7966,2870.7966,35231.4096,35231.4096,35231.4096,0.0,0.0,0.0,1031.8639,1031.8639,1031.8639,577.47736,504.8302,650.12452,0.875,0.0,2.0,0.5,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.125,0.0,1.0,1.0,0.0,2.0,48.98,2870.8,35231.41,0.0,1031.86,625.91,2,1,2,0,1,2,59970,38.68,80460.0,29.6,True,False,13,5
1040,19,2,4,33600.0,63.321979999999996,63.321979999999996,63.321979999999996,0.0,0.0,0.0,25619.899708888886,15472.724122222222,45981.21336666666,20881.938270000002,18673.86446,23090.01208,2609.139925,2609.139925,2609.139925,548.3353285714286,540.8901428571429,555.7805142857143,0.2941,0.0,1.0,0.0,0.0,0.0,1.5294,0.0,5.0,0.7059,0.0,2.0,0.4706,0.0,1.0,0.4706,0.0,2.0,70.07,0.0,28543.9,21506.96,3509.03,512.03,2,0,6,4,2,3,6792310,17.1,35560.0,16.16,False,True,31,5
1041,23,1,5,33870.0,34.3323,34.3323,34.3323,3955.12134,3955.12134,3955.12134,46775.13118571428,46775.13118571428,46775.13118571428,12165.215049999999,12165.215049999999,12165.215049999999,2056.929657142857,1373.6832571428572,2740.176057142857,930.811,930.811,930.811,0.3333,0.0,1.0,0.4167,0.0,1.0,0.5833,0.0,1.0,0.5,0.0,1.0,0.9167,0.0,2.0,0.0833,0.0,1.0,34.33,3716.7,50232.48,14689.28,2501.14,930.81,1,2,2,3,3,1,4316350,17.26,35900.0,16.28,False,True,37,5
1042,29,5,4,40910.0,0.0,0.0,0.0,7492.168583333332,7492.168583333332,7492.168583333332,50027.245083333335,45820.14333333333,54234.34683333334,19104.564,19104.564,19104.564,7020.1014,7020.1014,7020.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,0.0,2.0,0.25,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,5725.93,48067.98,19104.56,7020.1,0.0,0,3,3,1,1,0,18674770,21.9,45550.0,19.67,False,True,43,5
1043,41,11,4,76850.0,35.398609523809526,22.265871428571426,48.55334285714286,6429.2059,6429.2059,6429.2059,33396.75599333333,28816.682509999995,37109.63028,29267.574081250004,18948.3885625,39586.759600000005,0.0,0.0,0.0,700.1853624999999,700.1853624999999,700.1853624999999,0.8667,0.0,3.0,0.2667,0.0,1.0,0.8667,0.0,3.0,0.9333,0.0,2.0,0.0,0.0,0.0,0.5333,0.0,1.0,39.72,6429.21,32191.64,27778.77,0.0,720.47,3,1,5,4,0,2,9677720,41.39,86080.0,36.95,True,False,13,5
1044,24,1,2,34650.0,63.6448,63.6448,63.6448,5651.599929999999,4795.4083,6470.60392,22971.09605,22971.09605,22971.09605,0.0,0.0,0.0,1695.0508333333335,738.1075,2651.994166666667,0.0,0.0,0.0,0.125,0.0,1.0,1.25,0.0,3.0,0.25,0.0,1.0,0.0,0.0,0.0,1.25,0.0,2.0,0.0,0.0,0.0,63.64,5439.46,22971.1,0.0,2173.52,0.0,1,3,2,0,2,0,1583620,17.89,37220.0,16.66,True,False,33,5
1045,44,9,4,132750.0,18.3821,18.3821,18.3821,7806.435828571429,7345.197528571428,8267.674128571429,37865.799459999995,37865.799459999995,37865.799459999995,0.0,0.0,0.0,2814.28585,2814.28585,2814.28585,0.0,0.0,0.0,0.3,0.0,1.0,0.9,0.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,18.38,7653.66,40263.49,0.0,2814.29,0.0,1,5,2,0,2,0,325480,62.22,129410.0,63.82,True,False,29,5
1046,45,19,4,99940.0,65.39251428571428,65.39251428571428,65.39251428571428,5656.8284650000005,3836.5504299999993,7477.1065,29692.7991,29692.7991,29692.7991,20033.842922222226,20033.842922222226,20033.842922222226,2129.2652,2129.2652,2129.2652,848.4184250000001,848.4184250000001,848.4184250000001,0.4667,0.0,1.0,1.1333,0.0,2.0,0.2667,0.0,1.0,0.6,0.0,1.0,0.2667,0.0,1.0,0.2667,0.0,1.0,65.09,5267.55,29692.8,19772.15,2129.27,820.76,3,4,2,3,1,2,167060,55.38,115180.0,48.05,True,False,11,5
